average_breath,average_heart_rate,average_hrv,awake_time,bedtime_end,bedtime_start,deep_sleep_duration,efficiency,heart_rate,hrv,latency,light_sleep_duration,lowest_heart_rate,movement_30_sec,period,readiness,readiness_score_delta,rem_sleep_duration,restless_periods,sleep_phase_5_min,sleep_score_delta,sleep_algorithm_version,time_in_bed,total_sleep_duration,type,stress_high,recovery_high,day_summary
12.125,55.75,61.0,13530,2024-01-14T11:19:02-05:00,2024-01-14T03:26:02-05:00,3540,52,"{'interval': 300.0, 'items': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 54.0, 56.0, 55.0, 57.0, 56.0, 55.0, 54.0, 55.0, 57.0, 54.0, 54.0, 53.0, 55.0, 54.0, 53.0, 55.0, 54.0, 55.0, 55.0, 54.0, 54.0, 51.0, 51.0, 53.0, 53.0, 54.0, 53.0, 54.0, 55.0, 56.0, 55.0, 54.0, 53.0, 53.0, 54.0, 55.0, 55.0, 55.0, 51.0, 52.0, 52.0, 52.0, 53.0, 51.0, 50.0, 52.0, 55.0, 51.0, 50.0, 50.0, 49.0, 50.0, 50.0, 53.0, 59.0], 'timestamp': '2024-01-14T03:26:02.000-05:00'}","{'interval': 300.0, 'items': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 51.0, 42.0, 47.0, 43.0, 46.0, 52.0, 45.0, 48.0, 44.0, 54.0, 61.0, 60.0, 44.0, 60.0, 66.0, 52.0, 56.0, 51.0, 58.0, 59.0, 69.0, 72.0, 71.0, 60.0, 66.0, 68.0, 52.0, 48.0, 52.0, 71.0, 56.0, 65.0, 70.0, 62.0, 55.0, 51.0, 52.0, 50.0, 73.0, 74.0, 65.0, 87.0, 65.0, 69.0, 70.0, 63.0, 71.0, 66.0, 74.0, 74.0, 73.0, 90.0, 88.0, 55.0, 56.0], 'timestamp': '2024-01-14T03:26:02.000-05:00'}",7650,8280,49,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111112222211211122111111111111211111111111112111122111221112211111111111112111111111111111111112211111111111221111111111121111221111111111111122111211111111111112211112211111211111121112111111122211221112211121121112111222111121212111212111112121111111222232221111221112211221121112111111111111111111211111111111111112111111111111111111111132111211111121211111111111112112111121111211122121111212221111111222222111322212322122111111111111111122122111111111112111111121111221112111111122121111112121111121333,0,"{'contributors': {'activity_balance': 73, 'body_temperature': 93, 'hrv_balance': None, 'previous_day_activity': 64, 'previous_night': 15, 'recovery_index': 37, 'resting_heart_rate': 100, 'sleep_balance': None}, 'score': 57, 'temperature_deviation': -0.34, 'temperature_trend_deviation': None}",0.0,3030,266,44444444444444444444444444444444444444444421122222212112121112233333332222221142223222422222233,0.0,v2,28380,14850,long_sleep,0,0,
12.375,56.125,56.0,1786,2024-01-15T10:34:18-05:00,2024-01-15T01:58:02-05:00,5040,94,"{'interval': 300.0, 'items': [None, None, 59.0, 59.0, 58.0, 58.0, 58.0, 58.0, 58.0, 57.0, 57.0, 57.0, 57.0, 56.0, 56.0, 56.0, 56.0, 57.0, 58.0, 56.0, 55.0, 55.0, 56.0, 56.0, 57.0, 58.0, 57.0, 57.0, 56.0, 54.0, 54.0, 54.0, 54.0, 54.0, 54.0, 54.0, 55.0, 54.0, 53.0, 54.0, 53.0, 52.0, 53.0, 53.0, 53.0, 54.0, 54.0, 57.0, 57.0, 55.0, 54.0, None, None, None, None, None, 53.0, 55.0, 52.0, 53.0, 54.0, 55.0, 55.0, 53.0, 54.0, 56.0, 55.0, 54.0, 53.0, 52.0, 51.0, 51.0, None, 51.0, 50.0, 53.0, 52.0, 52.0, 51.0, 50.0, 49.0, 50.0, 50.0, 52.0, 50.0, 51.0, 52.0, 49.0, 52.0, 52.0, 51.0, 52.0, 50.0, 53.0, 52.0, 52.0, 52.0, 52.0, None, None, None, None, None, None], 'timestamp': '2024-01-15T01:58:02.000-05:00'}","{'interval': 300.0, 'items': [None, None, 43.0, 40.0, 40.0, 52.0, 35.0, 34.0, 40.0, 59.0, 45.0, 48.0, 48.0, 47.0, 49.0, 56.0, 44.0, 38.0, 39.0, 52.0, 63.0, 49.0, 36.0, 35.0, 37.0, 61.0, 45.0, 47.0, 57.0, 64.0, 55.0, 59.0, 60.0, 55.0, 58.0, 60.0, 53.0, 49.0, 58.0, 55.0, 60.0, 66.0, 57.0, 49.0, 65.0, 60.0, 57.0, 38.0, 50.0, 56.0, 55.0, None, None, None, None, None, 83.0, 66.0, 63.0, 67.0, 64.0, 63.0, 69.0, 59.0, 76.0, 66.0, 40.0, 58.0, 65.0, 79.0, 74.0, 67.0, None, 65.0, 59.0, 74.0, 69.0, 59.0, 65.0, 68.0, 65.0, 75.0, 71.0, 64.0, 75.0, 54.0, 56.0, 73.0, 65.0, 79.0, 75.0, 50.0, 63.0, 57.0, 58.0, 52.0, 55.0, 55.0, None, None, None, None, None, None], 'timestamp': '2024-01-15T01:58:02.000-05:00'}",540,18510,49,3213222122322211112121121121111111111111111122111111111111111111111111111111111211211131121121211111111111121111111111111211111121111111111121111112221111111111112111111111111111111111112112111111111122111112211111111111111111111111111111111111121211122111111111221121121111212112111211122111111111111111111111112111112112111222111121111211121121122111221312112221111111111121211111111211111111111112212212111211111121111111111211121121111221231111211111111111221112111111111111112212111111111211113111111221111111112111111111111111111111111111111111111111113211221111112111211111111112111111111111111111111111121111111231111111111111211111112221122221121112112111122131111112111111111111222111211111232111111211112133231222221111111111111112111112322111111112111111111111111111112122121111111111111111111111122111122212211112111121112211222222122111211211112221111112211111112111112212111122211221121122211211111111111211111111111111121211121111111111111111111112211111111111111111111121111111111222112111121212212111111211222132123,0,"{'contributors': {'activity_balance': 82, 'body_temperature': 98, 'hrv_balance': None, 'previous_day_activity': 86, 'previous_night': 84, 'recovery_index': 80, 'resting_heart_rate': 100, 'sleep_balance': None}, 'score': 86, 'temperature_deviation': 0.09, 'temperature_trend_deviation': None}",0.0,5640,480,44211111122222121112221112333222222222222222223332222211222221223333322242242222243332333432222222222224,0.0,v2,30976,29190,long_sleep,0,0,
12.5,53.75,60.0,2813,2024-01-16T12:02:22-05:00,2024-01-16T03:00:59-05:00,4140,91,"{'interval': 300.0, 'items': [None, None, None, None, None, 51.0, 49.0, 50.0, 50.0, 50.0, 51.0, 51.0, 54.0, 53.0, 56.0, 53.0, 52.0, 52.0, 52.0, 52.0, 52.0, 53.0, 53.0, 54.0, 54.0, 53.0, 53.0, 53.0, 53.0, 52.0, 52.0, 53.0, 53.0, 55.0, 54.0, 57.0, 55.0, 53.0, 54.0, 50.0, 51.0, 50.0, 51.0, 51.0, 51.0, 50.0, 50.0, 51.0, 52.0, 52.0, 53.0, 54.0, 56.0, 53.0, 52.0, 51.0, 51.0, 51.0, 51.0, 52.0, None, 51.0, 50.0, 50.0, 50.0, 50.0, 51.0, 52.0, 52.0, 53.0, 54.0, 52.0, 53.0, 53.0, 52.0, 53.0, 53.0, 53.0, 52.0, 53.0, 54.0, 51.0, 52.0, 49.0, 50.0, 50.0, 50.0, 53.0, 49.0, 50.0, 50.0, 49.0, 50.0, 53.0, 52.0, 51.0, 50.0, 51.0, 52.0, 52.0, 53.0, 52.0, 53.0, 54.0, 55.0, 56.0, 56.0, None, None], 'timestamp': '2024-01-16T03:00:59.000-05:00'}","{'interval': 300.0, 'items': [None, None, None, None, None, 68.0, 66.0, 64.0, 70.0, 67.0, 59.0, 51.0, 43.0, 48.0, 42.0, 69.0, 77.0, 48.0, 50.0, 51.0, 50.0, 55.0, 65.0, 51.0, 54.0, 61.0, 48.0, 44.0, 55.0, 72.0, 57.0, 56.0, 55.0, 48.0, 54.0, 45.0, 48.0, 54.0, 51.0, 75.0, 59.0, 37.0, 53.0, 41.0, 42.0, 69.0, 45.0, 41.0, 47.0, 38.0, 58.0, 34.0, 51.0, 69.0, 80.0, 74.0, 46.0, 58.0, 55.0, 64.0, None, 79.0, 74.0, 83.0, 83.0, 86.0, 75.0, 56.0, 68.0, 50.0, 50.0, 69.0, 65.0, 65.0, 90.0, 75.0, 53.0, 49.0, 60.0, 48.0, 52.0, 82.0, 62.0, 95.0, 90.0, 93.0, 79.0, 61.0, 65.0, 80.0, 65.0, 82.0, 72.0, 64.0, 79.0, 73.0, 71.0, 88.0, 84.0, 70.0, 63.0, 60.0, 67.0, 74.0, 52.0, 54.0, 45.0, None, None], 'timestamp': '2024-01-16T03:00:59.000-05:00'}",1020,18690,49,323212121122211212112111111111111121111211121222112211111111121121111111111111111113222112211211111121111111111112111111111111121111111111111211111121111121112112121111311121111111111111111111211111111121111111111221211112121111111111111111111111322111111111111111111111111111111111111321111121221111111211111111111122211211111211112121122111122121111111111222222111111111111212111111112212111121111112111111111111111111211111111111111111111111111122211111111111211111111111111122121111112211111111113121111111111111111111212221212221111112221122211211322112211111111111111111111111211111111111111122111111111112211111111211112121122111111121111111111212111112121211111211111111222111111111111111111111111111311211111111111221121211111112221121211121312111111111122111111111111221223111211111111111111111111131221111111111111211311111112222111111111111111212221111211123221111112212221111221211111211111111112112121121111112232111112121112111112213321321222222212211222121311111112221111111121111111322111211121111121121212111111211231111211111111211211111121112111111111121211122321,0,"{'contributors': {'activity_balance': 70, 'body_temperature': 100, 'hrv_balance': None, 'previous_day_activity': 83, 'previous_night': 81, 'recovery_index': 100, 'resting_heart_rate': 100, 'sleep_balance': None}, 'score': 87, 'temperature_deviation': -0.02, 'temperature_trend_deviation': -0.06}",0.0,6840,499,4442221112222222221111111221122222333322222211224222333222223222222222242233224224242224233333342422422333333,0.0,v2,32483,29670,long_sleep,0,0,
12.25,54.875,60.0,3310,2024-01-17T09:24:10-05:00,2024-01-17T01:44:30-05:00,4830,88,"{'interval': 300.0, 'items': [None, None, None, None, None, 55.0, 55.0, 55.0, 54.0, 54.0, 55.0, 54.0, 56.0, 55.0, 56.0, 56.0, 55.0, 55.0, 56.0, 53.0, 55.0, 54.0, 53.0, 53.0, 52.0, 52.0, 52.0, 53.0, 54.0, 53.0, 52.0, 53.0, 54.0, 56.0, 56.0, 55.0, 54.0, 53.0, 53.0, 53.0, 54.0, 55.0, 54.0, 54.0, 54.0, 54.0, 56.0, 50.0, 49.0, 51.0, 51.0, 52.0, None, None, 50.0, 50.0, 50.0, 54.0, 54.0, 54.0, 56.0, 52.0, 56.0, 53.0, 53.0, 53.0, 53.0, 53.0, 52.0, 49.0, 49.0, 50.0, 51.0, 51.0, 52.0, 52.0, 52.0, 52.0, 52.0, 53.0, 52.0, 52.0, 54.0, 53.0, 53.0, 50.0, 50.0, 51.0, 52.0, None, None, None], 'timestamp': '2024-01-17T01:44:30.000-05:00'}","{'interval': 300.0, 'items': [None, None, None, None, None, 40.0, 35.0, 39.0, 49.0, 45.0, 56.0, 55.0, 48.0, 50.0, 53.0, 61.0, 52.0, 60.0, 59.0, 77.0, 64.0, 74.0, 58.0, 66.0, 86.0, 76.0, 70.0, 65.0, 64.0, 56.0, 68.0, 74.0, 61.0, 54.0, 57.0, 56.0, 60.0, 59.0, 58.0, 69.0, 60.0, 52.0, 53.0, 66.0, 56.0, 58.0, 71.0, 67.0, 66.0, 73.0, 63.0, 58.0, None, None, 67.0, 69.0, 71.0, 53.0, 53.0, 49.0, 58.0, 75.0, 60.0, 61.0, 67.0, 58.0, 62.0, 65.0, 52.0, 53.0, 87.0, 60.0, 59.0, 67.0, 70.0, 64.0, 53.0, 54.0, 52.0, 54.0, 76.0, 60.0, 75.0, 62.0, 44.0, 64.0, 64.0, 77.0, 61.0, None, None, None], 'timestamp': '2024-01-17T01:44:30.000-05:00'}",1290,14100,49,32222333332323231122121121212211221112111111111111111111111111111111111111111211111111111111111211111111111111112122111111111111111112111111222122121111111111112211212111112112111111112112131111111221211111112111111111111111111111122111121211111123111112212121111111121111111132211111111111111211121111111223111111111111112112121211122111111111111122211111221111211112111111121111132111111111111111111121111111111111111123121121111111121111221111112111222122111212322122211112132122111122222211111112211111111111122112333332221111111111111121122122211111112111111222111121111111121111121111111121112112112121211111211111211221212211112122211112112111221212112221222222212121221111111121221111132221211111111111111111112111112111111221112121111111111111111111111111111111111111111111111111111121111111111111221112111211112212122132211111111212211111121121112121111211111111112211111211112111111211111112223232333322232221,0,"{'contributors': {'activity_balance': 71, 'body_temperature': 100, 'hrv_balance': 98, 'previous_day_activity': 93, 'previous_night': 69, 'recovery_index': 88, 'resting_heart_rate': 100, 'sleep_balance': 52}, 'score': 81, 'temperature_deviation': 0.04, 'temperature_trend_deviation': -0.06}",0.0,5340,422,44444111211111122224222122222222233422221112222434224422222333333333222212222111233334232224,0.0,v2,27580,24270,long_sleep,0,0,
12.25,57.0,53.0,2010,2024-01-18T09:36:29-05:00,2024-01-18T02:31:29-05:00,2940,92,"{'interval': 300.0, 'items': [None, None, None, None, None, 54.0, 53.0, 54.0, 55.0, 54.0, 54.0, 53.0, 56.0, 56.0, 55.0, 53.0, 53.0, 54.0, 52.0, 53.0, 52.0, 52.0, 52.0, 52.0, 52.0, 51.0, 52.0, 53.0, 54.0, 53.0, 54.0, 59.0, 58.0, 59.0, 61.0, 58.0, 57.0, 58.0, 55.0, 55.0, 56.0, 56.0, 57.0, 55.0, 57.0, 55.0, 54.0, 55.0, 55.0, 55.0, 55.0, 57.0, 58.0, 55.0, 56.0, 55.0, 56.0, 56.0, 58.0, 56.0, 56.0, 57.0, 54.0, 56.0, 57.0, 53.0, 55.0, 56.0, 55.0, 56.0, 56.0, 56.0, 59.0, 62.0, 56.0, 56.0, 54.0, 54.0, 52.0, 52.0, 53.0, 53.0, 54.0, None, None], 'timestamp': '2024-01-18T02:31:29.000-05:00'}","{'interval': 300.0, 'items': [None, None, None, None, None, 51.0, 60.0, 49.0, 43.0, 46.0, 58.0, 54.0, 46.0, 43.0, 52.0, 56.0, 63.0, 65.0, 71.0, 64.0, 95.0, 67.0, 60.0, 68.0, 73.0, 73.0, 59.0, 65.0, 51.0, 66.0, 48.0, 45.0, 46.0, 50.0, 39.0, 53.0, 46.0, 42.0, 46.0, 37.0, 43.0, 46.0, 36.0, 47.0, 33.0, 52.0, 52.0, 51.0, 48.0, 44.0, 38.0, 25.0, 42.0, 39.0, 42.0, 54.0, 43.0, 51.0, 38.0, 64.0, 50.0, 38.0, 62.0, 47.0, 49.0, 70.0, 61.0, 62.0, 59.0, 57.0, 61.0, 54.0, 51.0, 36.0, 57.0, 43.0, 56.0, 43.0, 56.0, 63.0, 59.0, 67.0, 60.0, None, None], 'timestamp': '2024-01-18T02:31:29.000-05:00'}",930,13980,51,3322222311222222312112222211112111111112111111111111122211111111111111121111111111111111121111111111123211321211111221111111111111211111111112111111122111111112211111111111111111311111111111111111111221112111111111111111111111111111211111112211111221111122212111111111111211111121111221111112211111112111221111112122211111121111112122112122111111112311111112111112222111111112112221112121111111111111112221111112211111111111111111221111111111111111111131111121111111121111211111122212221111111111113111111111111211111111111123111112111111111111111111111211212111111111112122211111222111111211212111111111211111111111111122111112211111111111111111122212121112111111111211111111111111111111111111111111121111111211121121122211211221111111122112212212111121111222122321121111111111221121111211111221221111121111221211111111211111112211111221111213322322,0,"{'contributors': {'activity_balance': 71, 'body_temperature': 95, 'hrv_balance': 95, 'previous_day_activity': 81, 'previous_night': 69, 'recovery_index': 100, 'resting_heart_rate': 88, 'sleep_balance': 69}, 'score': 81, 'temperature_deviation': -0.3, 'temperature_trend_deviation': -0.05}",0.0,6570,374,4444212111222222122112212222222333333342222222222222333323322212222222233333323322222,0.0,v2,25500,23490,long_sleep,0,0,
11.75,59.25,48.0,2034,2024-01-21T10:24:55-05:00,2024-01-21T02:31:01-05:00,4770,93,"{'interval': 300.0, 'items': [None, None, None, None, 57.0, 56.0, 55.0, 55.0, 56.0, 56.0, 57.0, 58.0, 57.0, 60.0, 62.0, 59.0, 60.0, 59.0, 57.0, 58.0, 57.0, 57.0, 56.0, 57.0, 56.0, 55.0, 56.0, 56.0, 56.0, 54.0, 55.0, 59.0, 61.0, 60.0, 61.0, 65.0, 60.0, 57.0, 59.0, 58.0, 57.0, 58.0, 58.0, 60.0, 60.0, 61.0, 59.0, 58.0, 56.0, 56.0, 56.0, 57.0, 55.0, 54.0, 55.0, 57.0, 58.0, 58.0, 61.0, 63.0, 62.0, 58.0, 59.0, 58.0, 57.0, 57.0, 58.0, 57.0, 57.0, 59.0, 58.0, 57.0, 56.0, 56.0, 57.0, 57.0, 58.0, 59.0, 58.0, 56.0, 57.0, 55.0, 55.0, 56.0, 57.0, 60.0, 58.0, 57.0, 57.0, 59.0, 59.0, 60.0, 61.0, 60.0, None], 'timestamp': '2024-01-21T02:31:01.000-05:00'}","{'interval': 300.0, 'items': [None, None, None, None, 46.0, 39.0, 47.0, 52.0, 41.0, 49.0, 47.0, 44.0, 54.0, 47.0, 42.0, 55.0, 47.0, 54.0, 52.0, 51.0, 48.0, 53.0, 63.0, 54.0, 59.0, 46.0, 54.0, 50.0, 62.0, 65.0, 61.0, 46.0, 51.0, 49.0, 42.0, 32.0, 43.0, 49.0, 44.0, 53.0, 60.0, 59.0, 54.0, 52.0, 48.0, 47.0, 48.0, 47.0, 49.0, 60.0, 54.0, 51.0, 54.0, 53.0, 51.0, 49.0, 44.0, 43.0, 34.0, 35.0, 42.0, 44.0, 49.0, 48.0, 48.0, 42.0, 37.0, 49.0, 43.0, 44.0, 53.0, 41.0, 59.0, 57.0, 57.0, 56.0, 39.0, 48.0, 42.0, 39.0, 31.0, 48.0, 68.0, 51.0, 54.0, 51.0, 45.0, 44.0, 52.0, 36.0, 30.0, 29.0, 44.0, 43.0, None], 'timestamp': '2024-01-21T02:31:01.000-05:00'}",1170,14610,54,322221123222112121222222111211111111222121211111112111111111111122112111111111111111111221111111111111111111111131122111111111112111111211111121211111121111111211111111132111111111112211111111111111111111111113211111211112111221222111112221211111111111111223111111111111111311111111111111131111121111112111121111111211112112111111111211121112111211111111121121111121211112111111211111212112111111111111111112111111111111111121111111111111111111111111111311111111111111112211111111111212211111111111111111111111111112111111111211111111111211111111111111111121111111211111111111112111111111121111121112121211211111112211111222211111211122111211111111111111111111111112221111111111211111111111111113111112111111111111131111111121111111211111112212111121212111111212111211121121111111112312222112211111111121111111111112211112112111111111112111111123211111111111211121111112211112111112221112111121111112121111111111111111211121111211111112112221122331,0,"{'contributors': {'activity_balance': 71, 'body_temperature': 100, 'hrv_balance': 92, 'previous_day_activity': None, 'previous_night': 79, 'recovery_index': 100, 'resting_heart_rate': 62, 'sleep_balance': 74}, 'score': 80, 'temperature_deviation': -0.11, 'temperature_trend_deviation': -0.14}",0.0,7020,402,44442112111121122222112222212213333332222221112222212223333333322222222223223332323232222322234,0.0,v2,28434,26400,long_sleep,0,0,
15.125,75.875,,601,2024-01-24T15:34:30-05:00,2024-01-24T15:08:29-05:00,150,61,"{'interval': 300.0, 'items': [None, None, None, None, None], 'timestamp': '2024-01-24T15:08:29.000-05:00'}","{'interval': 300.0, 'items': [None, None, None, None, None], 'timestamp': '2024-01-24T15:08:29.000-05:00'}",600,810,255,23332111111221322211112212211212212111121211111111211,0,"{'contributors': {'activity_balance': 63, 'body_temperature': None, 'hrv_balance': None, 'previous_day_activity': 69, 'previous_night': 6, 'recovery_index': None, 'resting_heart_rate': None, 'sleep_balance': None}, 'score': 51, 'temperature_deviation': None, 'temperature_trend_deviation': None}",,0,25,442222,,v2,1561,960,sleep,8100,0,normal
13.25,59.875,42.0,2160,2024-01-25T08:02:00-05:00,2024-01-25T02:06:00-05:00,4770,90,"{'interval': 300.0, 'items': [None, None, None, None, None, 62.0, 60.0, 60.0, 60.0, 61.0, 61.0, 62.0, 60.0, 61.0, 62.0, 60.0, 60.0, 60.0, 60.0, 59.0, 61.0, 59.0, 59.0, 55.0, 54.0, 55.0, 55.0, 55.0, 57.0, 59.0, 60.0, 61.0, 59.0, 59.0, 58.0, 57.0, 58.0, 57.0, 58.0, 59.0, 60.0, 59.0, 59.0, 58.0, 56.0, 56.0, 58.0, 59.0, 59.0, 59.0, 59.0, 58.0, 59.0, 59.0, 60.0, 63.0, 61.0, 59.0, 57.0, 58.0, 59.0, 59.0, 59.0, 58.0, 58.0, 58.0, 60.0, 62.0, 62.0, 60.0, 60.0, None], 'timestamp': '2024-01-25T02:06:00.000-05:00'}","{'interval': 300.0, 'items': [None, None, None, None, None, 38.0, 36.0, 38.0, 30.0, 33.0, 36.0, 42.0, 38.0, 43.0, 42.0, 42.0, 42.0, 39.0, 43.0, 44.0, 46.0, 47.0, 42.0, 48.0, 53.0, 49.0, 49.0, 56.0, 31.0, 26.0, 23.0, 17.0, 53.0, 37.0, 38.0, 40.0, 36.0, 39.0, 35.0, 34.0, 42.0, 49.0, 43.0, 48.0, 45.0, 59.0, 51.0, 48.0, 47.0, 43.0, 47.0, 39.0, 37.0, 46.0, 42.0, 28.0, 40.0, 41.0, 50.0, 51.0, 48.0, 37.0, 47.0, 54.0, 49.0, 50.0, 56.0, 36.0, 34.0, 40.0, 44.0, None], 'timestamp': '2024-01-25T02:06:00.000-05:00'}",1350,10230,54,2222222313111211211222211221122211111112211112221112111111211111111111211111111111111111111111111111111111111111111112211111111121122122211111111111211222112111111211211111112111111111222211211111111121321111111122112211212311211111221112111111111121111111111111111111211111122111111111111111211112121112112111121111212212211122221212112111111111111111111111111111111111111121111111111211111111111111111211211211111111121111111111111112211111111111112111111111111112111112111111121221212211211111211121111112111111111111111111111111111211111112222221111311211121111111111221111111111132121111111111111111111111111111111111221121111211111122221222111111123122111211111212122211221111111111121112111111112211123332,0,"{'contributors': {'activity_balance': 63, 'body_temperature': 72, 'hrv_balance': None, 'previous_day_activity': 58, 'previous_night': 61, 'recovery_index': 56, 'resting_heart_rate': 65, 'sleep_balance': None}, 'score': 64, 'temperature_deviation': 0.4, 'temperature_trend_deviation': None}",0.0,4200,302,444442211111112322222222221123333222111112222222233221224222221233333334,0.0,v2,21360,19200,long_sleep,12600,7200,normal
12.625,58.25,48.0,2281,2024-01-26T09:19:01-05:00,2024-01-26T01:58:00-05:00,6330,91,"{'interval': 300.0, 'items': [None, None, 57.0, 56.0, 55.0, 58.0, 58.0, 55.0, 55.0, 54.0, 55.0, 57.0, 56.0, 57.0, 57.0, 57.0, 57.0, 56.0, 58.0, 57.0, 58.0, 59.0, 59.0, 60.0, 57.0, 57.0, 57.0, 57.0, 59.0, 57.0, 58.0, 59.0, 59.0, 59.0, 59.0, 59.0, 61.0, 59.0, 59.0, 60.0, 58.0, 55.0, 56.0, 55.0, 54.0, 53.0, 53.0, 53.0, 55.0, 55.0, 55.0, 56.0, 55.0, 57.0, 60.0, 59.0, 58.0, 57.0, 59.0, 58.0, 57.0, 57.0, 56.0, 57.0, 56.0, 56.0, 58.0, 57.0, 57.0, 58.0, 59.0, 59.0, 58.0, 60.0, 62.0, 59.0, 58.0, 58.0, 56.0, 56.0, 59.0, 58.0, 57.0, 57.0, 58.0, 58.0, 61.0, None, None], 'timestamp': '2024-01-26T01:58:00.000-05:00'}","{'interval': 300.0, 'items': [None, None, 40.0, 37.0, 57.0, 42.0, 43.0, 56.0, 42.0, 43.0, 45.0, 53.0, 55.0, 48.0, 34.0, 34.0, 34.0, 44.0, 53.0, 48.0, 44.0, 47.0, 44.0, 47.0, 63.0, 52.0, 55.0, 56.0, 51.0, 49.0, 48.0, 48.0, 46.0, 50.0, 51.0, 47.0, 36.0, 44.0, 40.0, 36.0, 39.0, 56.0, 58.0, 62.0, 56.0, 49.0, 53.0, 53.0, 56.0, 52.0, 43.0, 39.0, 47.0, 45.0, 32.0, 30.0, 35.0, 34.0, 42.0, 36.0, 49.0, 45.0, 54.0, 41.0, 57.0, 53.0, 53.0, 59.0, 54.0, 57.0, 54.0, 57.0, 52.0, 41.0, 38.0, 45.0, 48.0, 55.0, 60.0, 54.0, 46.0, 58.0, 50.0, 51.0, 51.0, 42.0, 35.0, None, None], 'timestamp': '2024-01-26T01:58:00.000-05:00'}",660,11250,53,3233222311211111121112111121111112111111111122121111111111111112211111111111111111111111111111111111132331111222212112111111111111111111111211111112111111111111111111121111122221111111111111111111111111111111111111111111111111111111211211111111111111111111111112121122111121111111111111111111111111111111111111111111111111111111111112312111111121111111111111111112112112111112211111111111121112111111221111111211211122211121111111111132212211111111111111111111111111111111111211111121111111111111111111111111111111111221211111111111121112111211111211111211121211122112112211121112122211121212211111122211111111111121111111121111111211121111111121211321112111121111111121111121111111111111111121111111111111111122121111111211211211211111111121111112121111211211111112111111111111132222111111111111111111111221221111121111111111111111121111221111111112212222212121121111113223232343343,0,"{'contributors': {'activity_balance': 65, 'body_temperature': 98, 'hrv_balance': None, 'previous_day_activity': 74, 'previous_night': 78, 'recovery_index': 100, 'resting_heart_rate': 75, 'sleep_balance': None}, 'score': 79, 'temperature_deviation': -0.2, 'temperature_trend_deviation': None}",0.0,6600,322,44422211111222121221111121122111112233332222222222212333333332322222111433333333322224444,0.0,v2,26461,24180,long_sleep,0,0,
